component_type,domain,path_or_route,responsibility,entry_point,dependencies,side_effects,authorization,test_evidence,status
"filament_resource","Parking","app/Filament/Resources\ParkingPrices\ParkingPriceResource.php:15","Grouped Filament resource for ParkingPrice; pages/forms/tables under app\Filament\Resources\ParkingPrices; explicit slug configured in resource where present","ParkingPriceResource","ParkingPrice","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
custom_page,"Scheduling","app/Filament/Pages/OrdineaDeZi.php:21","Operational daily dashboard for parking, lodging, rental availability, active shifts, and schedule PDF upload","App\Filament\Pages\OrdineaDeZi","ParkingReservation, LodgingReservation, RentContract, RentVehicle, WorkShift, ParseSchedulePdfAction, Storage local disk","Admin-visible upload stores temp PDF, parses work_shifts, sends Filament notifications, deletes temp upload","Filament authenticated active admin/operator; upload action visible to admin only","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"relation_manager","Messaging and automation","app/Filament/Resources\AutomationWebhookLogs\RelationManagers\EventsRelationManager.php:19","Filament relation manager for child records: EventsRelationManager","EventsRelationManager","Owning Filament resource and related Eloquent relationship","May create/edit/delete child records depending on table actions; audit-style managers require later authorization/read-only review","Inherits owning resource panel authorization","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"relation_manager","Vehicle rental","app/Filament/Resources\RentVehicles\RelationManagers\ImagesRelationManager.php:19","Filament relation manager for child records: ImagesRelationManager","ImagesRelationManager","Owning Filament resource and related Eloquent relationship","May create/edit/delete child records depending on table actions; audit-style managers require later authorization/read-only review","Inherits owning resource panel authorization","tests/Feature/Panel/Rent*; tests/Feature/Schema/RentSchemaTest.php",mapped
"relation_manager","Payments","app/Filament/Resources\Payments\RelationManagers\ChangeAuditsRelationManager.php:19","Filament relation manager for child records: ChangeAuditsRelationManager","ChangeAuditsRelationManager","Owning Filament resource and related Eloquent relationship","May create/edit/delete child records depending on table actions; audit-style managers require later authorization/read-only review","Inherits owning resource panel authorization","tests/Feature/Panel/PaymentModelsTest.php; tests/Feature/Schema/PaymentSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
"relation_manager","Parking","app/Filament/Resources\ParkingReservations\RelationManagers\StatusAuditsRelationManager.php:19","Filament relation manager for child records: StatusAuditsRelationManager","StatusAuditsRelationManager","Owning Filament resource and related Eloquent relationship","May create/edit/delete child records depending on table actions; audit-style managers require later authorization/read-only review","Inherits owning resource panel authorization","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"relation_manager","Parking","app/Filament/Resources\ParkingReservations\RelationManagers\ImagesRelationManager.php:19","Filament relation manager for child records: ImagesRelationManager","ImagesRelationManager","Owning Filament resource and related Eloquent relationship","May create/edit/delete child records depending on table actions; audit-style managers require later authorization/read-only review","Inherits owning resource panel authorization","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"relation_manager","Parking","app/Filament/Resources\ParkingLots\RelationManagers\ZonesRelationManager.php:19","Filament relation manager for child records: ZonesRelationManager","ZonesRelationManager","Owning Filament resource and related Eloquent relationship","May create/edit/delete child records depending on table actions; audit-style managers require later authorization/read-only review","Inherits owning resource panel authorization","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"relation_manager","Lodging","app/Filament/Resources\LodgingProperties\RelationManagers\SyncLinksRelationManager.php:19","Filament relation manager for child records: SyncLinksRelationManager","SyncLinksRelationManager","Owning Filament resource and related Eloquent relationship","May create/edit/delete child records depending on table actions; audit-style managers require later authorization/read-only review","Inherits owning resource panel authorization","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
"middleware","Messaging and automation","app/Http/Middleware/AuthenticateAutomationToken.php:9","Validates automation Bearer token with hash_equals against config(skycenter.automation_api_token)","automation.token route middleware alias","config/skycenter.php:5 AUTOMATION_API_TOKEN; routes/api.php:10","Rejects missing/invalid token with 401; no persistence","Route-level API authorization for automation endpoints","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"external_boundary",System,"config/database.php:89","Primary relational persistence for all application domains","DB_CONNECTION=pgsql through Laravel database config","DB_HOST; DB_PORT; DB_DATABASE; DB_USERNAME; DB_PASSWORD; DB_SSLMODE","All model persistence, sessions, cache, queues, jobs, failed_jobs","Operational environment and Laravel DB credentials","tests/Feature/ExampleTest.php or domain-specific coverage not identified in Task 3",mapped
"external_boundary","Messaging and automation","routes/api.php:10","Inbound automation caller for parsed reservation webhooks, Telegram normalized updates, review dispatch, outbound message delivery and callbacks","/api/automation/*","AUTOMATION_API_TOKEN; AUTOMATION_DEFAULT_PARKING_LOT_ID","Creates logs/events/reservations/messages/sessions/transactions depending endpoint","Bearer token middleware","tests/Feature/Telegram; tests/Feature/Api automation token coverage",mapped
"external_boundary","Budget and Telegram","docs/telegram-bot-setup.md:1","External Telegram bots/groups feed n8n and receive wizard response actions","n8n workflow posts to /api/automation/telegram/income and /expense","Telegram bot tokens live outside repository; AUTOMATION_API_TOKEN for app callback","Budget transactions and telegram_sessions updated from normalized payloads","n8n/app token boundary; Telegram auth outside repo","tests/Feature/Telegram; tests/Feature/Api automation token coverage",mapped
"external_boundary","Messaging and automation","routes/api.php:14","n8n/provider pulls pending outbound messages and posts delivery callbacks","GET /api/automation/outbound-messages; POST /api/automation/outbound-messages/{id}/callback","AUTOMATION_API_TOKEN","Updates outbound_messages and automation_events; external sends are outside repo","Bearer token middleware","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"external_boundary","Scheduling","app/Filament/Pages/OrdineaDeZi.php:220","Admin uploads PDF schedule for parsing into work_shifts","Filament uploadSchedule action on admin/ordinea-de-zi",FILESYSTEM_DISK; local disk temp-schedules,"Writes temp file, parses/upserts work_shifts, deletes temp file, sends notification","Admin-only visible action; page requires active panel user","tests/Feature/Scheduling; tests/Feature/Panel/OrdineaDeZiTest.php",mapped
"external_boundary",System,"config/filesystems.php:16","Local/S3 storage for uploads and public paths","Laravel Storage facade","FILESYSTEM_DISK; APP_URL; AWS_ACCESS_KEY_ID; AWS_SECRET_ACCESS_KEY; AWS_DEFAULT_REGION; AWS_BUCKET; AWS_URL; AWS_ENDPOINT; AWS_USE_PATH_STYLE_ENDPOINT","Stores uploaded schedule PDFs and any future uploaded assets","Controlled by consuming Filament/API paths","tests/Feature/ExampleTest.php or domain-specific coverage not identified in Task 3",mapped
"external_boundary","Messaging and automation","config/mail.php:17","Configured mail transport for future/indirect notifications","Laravel Mail configuration","MAIL_MAILER; MAIL_HOST; MAIL_PORT; MAIL_USERNAME; MAIL_PASSWORD; MAIL_FROM_ADDRESS; MAIL_FROM_NAME; POSTMARK_API_KEY; RESEND_API_KEY","No direct Mail:: usage found in app/routes/config search; boundary remains configured","Not directly exposed by current application routes","tests/Feature/Scheduling; tests/Feature/Panel/OrdineaDeZiTest.php","consumer-unknown"
"external_boundary",System,"config/queue.php:16","Laravel queue storage and failed job tracking","QUEUE_CONNECTION database default","QUEUE_CONNECTION; DB_QUEUE_CONNECTION; DB_QUEUE_TABLE; DB_QUEUE; DB_QUEUE_RETRY_AFTER; QUEUE_FAILED_DRIVER","No dispatch()/Queue:: usage found in app search; jobs tables exist for future/operational use","Operational worker access","tests/Feature/ExampleTest.php or domain-specific coverage not identified in Task 3","consumer-unknown"
"external_boundary",System,"config/cache.php:18","Database/Redis/file cache and session persistence","Laravel cache/session config","CACHE_STORE; SESSION_DRIVER; SESSION_LIFETIME; SESSION_SECURE_COOKIE; REDIS_*; DB_CACHE_*","Persists sessions and cache rows when configured database-backed","Framework middleware and auth controls","tests/Feature/ExampleTest.php or domain-specific coverage not identified in Task 3",mapped
